PDB_ID,Method,Resolution
1QHI,X-RAY DIFFRACTION,1.87
1QJZ,X-RAY DIFFRACTION,3.8
1QLF,X-RAY DIFFRACTION,2.65
1QLN,X-RAY DIFFRACTION,2.4
1QMC,SOLUTION NMR,N/A
1QMY,X-RAY DIFFRACTION,1.9
1QNZ,SOLUTION NMR,N/A
1QO3,X-RAY DIFFRACTION,2.3
1QOL,X-RAY DIFFRACTION,3.0
1QQP,X-RAY DIFFRACTION,1.9
1QRJ,SOLUTION NMR,N/A
1QS4,X-RAY DIFFRACTION,2.1
1QTG,SOLUTION NMR,N/A
1QU1,X-RAY DIFFRACTION,1.9
1QVO,X-RAY DIFFRACTION,2.2
1R0A,X-RAY DIFFRACTION,2.8
1R5I,X-RAY DIFFRACTION,2.6
1R6R,SOLUTION NMR,N/A
1R8P,SOLUTION NMR,N/A
1RB8,X-RAY DIFFRACTION,3.5
1RD8,X-RAY DIFFRACTION,3.0
1RDR,X-RAY DIFFRACTION,2.4
1REG,X-RAY DIFFRACTION,N/A
1RER,X-RAY DIFFRACTION,3.2
1REV,X-RAY DIFFRACTION,2.6
1RFO,SOLUTION NMR,N/A
1RGQ,X-RAY DIFFRACTION,2.9
1RH6,X-RAY DIFFRACTION,1.7
1RIO,X-RAY DIFFRACTION,2.25
1RJY,X-RAY DIFFRACTION,1.9
1RL8,X-RAY DIFFRACTION,2.0
1RPE,X-RAY DIFFRACTION,2.5
1RPI,X-RAY DIFFRACTION,1.86
1RPU,X-RAY DIFFRACTION,2.5
1RQ9,X-RAY DIFFRACTION,2.5
1RT1,X-RAY DIFFRACTION,2.55
1RT2,X-RAY DIFFRACTION,2.55
1RT3,X-RAY DIFFRACTION,3.0
1RT4,X-RAY DIFFRACTION,2.9
1RT5,X-RAY DIFFRACTION,2.9
1RT6,X-RAY DIFFRACTION,2.8
1RT7,X-RAY DIFFRACTION,3.0
1RTD,X-RAY DIFFRACTION,3.2
1RTH,X-RAY DIFFRACTION,2.2
1RTI,X-RAY DIFFRACTION,3.0
1RTJ,X-RAY DIFFRACTION,2.35
1RTL,X-RAY DIFFRACTION,2.75
1RU7,X-RAY DIFFRACTION,2.3
1RUY,X-RAY DIFFRACTION,2.7
1RUZ,X-RAY DIFFRACTION,2.9
1RV0,X-RAY DIFFRACTION,2.5
1RV7,X-RAY DIFFRACTION,2.7
1RVT,X-RAY DIFFRACTION,2.5
1RVX,X-RAY DIFFRACTION,2.2
1RVZ,X-RAY DIFFRACTION,2.25
1RZJ,X-RAY DIFFRACTION,2.2
1RZK,X-RAY DIFFRACTION,2.9
1S0V,X-RAY DIFFRACTION,3.0
1S1T,X-RAY DIFFRACTION,2.4
1S1U,X-RAY DIFFRACTION,3.0
1S1V,X-RAY DIFFRACTION,2.6
1S1W,X-RAY DIFFRACTION,2.7
1S1X,X-RAY DIFFRACTION,2.8
1S6P,X-RAY DIFFRACTION,2.9
1S6Q,X-RAY DIFFRACTION,3.0
1S76,X-RAY DIFFRACTION,2.88
1S77,X-RAY DIFFRACTION,2.69
1S7Q,X-RAY DIFFRACTION,1.99
1S7R,X-RAY DIFFRACTION,2.95
1S7S,X-RAY DIFFRACTION,1.99
1S7T,X-RAY DIFFRACTION,2.29
1S7U,X-RAY DIFFRACTION,2.2
1S7V,X-RAY DIFFRACTION,2.2
1S7W,X-RAY DIFFRACTION,2.4
1S7X,X-RAY DIFFRACTION,2.41
1S8D,X-RAY DIFFRACTION,2.2
1S9E,X-RAY DIFFRACTION,2.6
1S9G,X-RAY DIFFRACTION,2.8
1S9H,X-RAY DIFFRACTION,2.4
1SBG,X-RAY DIFFRACTION,N/A
1SDT,X-RAY DIFFRACTION,1.3
1SDU,X-RAY DIFFRACTION,1.25
1SDV,X-RAY DIFFRACTION,1.4
1SFK,X-RAY DIFFRACTION,3.2
1SGU,X-RAY DIFFRACTION,1.9
1SH0,X-RAY DIFFRACTION,2.17
1SH3,X-RAY DIFFRACTION,2.95
1SH9,X-RAY DIFFRACTION,2.48
1SIV,X-RAY DIFFRACTION,N/A
1SJE,X-RAY DIFFRACTION,2.45
1SKR,X-RAY DIFFRACTION,2.4
1SKS,X-RAY DIFFRACTION,2.3
1SKW,X-RAY DIFFRACTION,2.3
1SL0,X-RAY DIFFRACTION,3.2
1SL1,X-RAY DIFFRACTION,2.2
1SL2,X-RAY DIFFRACTION,2.3
1SMV,X-RAY DIFFRACTION,2.9
1SP5,X-RAY DIFFRACTION,1.801
1STM,X-RAY DIFFRACTION,N/A
1SUQ,X-RAY DIFFRACTION,3.0
1SV5,X-RAY DIFFRACTION,2.85
1SVA,X-RAY DIFFRACTION,3.1
1SVB,X-RAY DIFFRACTION,1.9
1SVL,X-RAY DIFFRACTION,1.95
1SVM,X-RAY DIFFRACTION,1.94
1SVO,X-RAY DIFFRACTION,2.6
1SVP,X-RAY DIFFRACTION,N/A
1T03,X-RAY DIFFRACTION,3.1
1T05,X-RAY DIFFRACTION,3.0
1T1W,X-RAY DIFFRACTION,2.15
1T2T,X-RAY DIFFRACTION,2.5
1T3R,X-RAY DIFFRACTION,1.2
1T5R,X-RAY DIFFRACTION,2.0
1T7I,X-RAY DIFFRACTION,1.35
1T7J,X-RAY DIFFRACTION,2.2
1T7K,X-RAY DIFFRACTION,2.1
1T7P,X-RAY DIFFRACTION,2.2
1T8E,X-RAY DIFFRACTION,2.54
1T97,X-RAY DIFFRACTION,2.7
1TCW,X-RAY DIFFRACTION,N/A
1TCX,X-RAY DIFFRACTION,2.3
1TCZ,X-RAY DIFFRACTION,1.85
1TD0,X-RAY DIFFRACTION,1.95
1TD3,X-RAY DIFFRACTION,2.37
1TFR,X-RAY DIFFRACTION,2.06
1TG8,X-RAY DIFFRACTION,2.6
1TI8,X-RAY DIFFRACTION,3.0
1TJG,X-RAY DIFFRACTION,2.0
1TJH,X-RAY DIFFRACTION,2.1
1TJI,X-RAY DIFFRACTION,2.2
1TK0,X-RAY DIFFRACTION,2.3
1TK5,X-RAY DIFFRACTION,2.0
1TK8,X-RAY DIFFRACTION,2.5
1TKD,X-RAY DIFFRACTION,2.49
1TKT,X-RAY DIFFRACTION,2.6
1TKV,SOLUTION NMR,N/A
1TKX,X-RAY DIFFRACTION,2.85
1TKZ,X-RAY DIFFRACTION,2.81
1TL1,X-RAY DIFFRACTION,2.9
1TL3,X-RAY DIFFRACTION,2.8
1TLH,SOLUTION NMR,N/A
1TME,X-RAY DIFFRACTION,N/A
1TMF,X-RAY DIFFRACTION,N/A
1TOL,X-RAY DIFFRACTION,1.85
1TSQ,X-RAY DIFFRACTION,2.0
1TSU,X-RAY DIFFRACTION,2.1
1TUE,X-RAY DIFFRACTION,2.1
1TV6,X-RAY DIFFRACTION,2.8
1TVR,X-RAY DIFFRACTION,N/A
1TW7,X-RAY DIFFRACTION,1.3
1TX9,X-RAY DIFFRACTION,3.3
1U1Y,X-RAY DIFFRACTION,2.85
1U3E,X-RAY DIFFRACTION,2.9
1U7K,X-RAY DIFFRACTION,1.85
1U8G,X-RAY DIFFRACTION,2.2
1U8H,X-RAY DIFFRACTION,2.1
1U8I,X-RAY DIFFRACTION,2.0
1U8J,X-RAY DIFFRACTION,2.24
1U8K,X-RAY DIFFRACTION,2.24
1U8L,X-RAY DIFFRACTION,2.6
1U8M,X-RAY DIFFRACTION,2.4
1U8N,X-RAY DIFFRACTION,2.56
1U8O,X-RAY DIFFRACTION,3.02
1U8P,X-RAY DIFFRACTION,3.23
1U8Q,X-RAY DIFFRACTION,2.24
1U91,X-RAY DIFFRACTION,2.24
1U92,X-RAY DIFFRACTION,2.24
1U93,X-RAY DIFFRACTION,2.37
1U95,X-RAY DIFFRACTION,2.24
1UDI,X-RAY DIFFRACTION,N/A
1UF2,X-RAY DIFFRACTION,3.5
1UNA,X-RAY DIFFRACTION,2.8
1UPN,ELECTRON MICROSCOPY,N/A
1URJ,X-RAY DIFFRACTION,3.0
1URZ,X-RAY DIFFRACTION,2.7
1USR,X-RAY DIFFRACTION,2.0
1USX,X-RAY DIFFRACTION,2.7
1UT5,X-RAY DIFFRACTION,2.75
1UT8,X-RAY DIFFRACTION,2.75
1UTY,X-RAY DIFFRACTION,2.4
1UVI,X-RAY DIFFRACTION,2.15
1UVJ,X-RAY DIFFRACTION,1.9
1UVK,X-RAY DIFFRACTION,2.45
1UVL,X-RAY DIFFRACTION,2.0
1UVM,X-RAY DIFFRACTION,2.0
1UVN,X-RAY DIFFRACTION,3.0
1UWB,X-RAY DIFFRACTION,N/A
1UXS,X-RAY DIFFRACTION,1.55
1UXW,X-RAY DIFFRACTION,1.72
1UZG,X-RAY DIFFRACTION,3.6
1V0E,X-RAY DIFFRACTION,1.9
1V0F,X-RAY DIFFRACTION,2.55
1V0Z,X-RAY DIFFRACTION,1.84
1V1H,X-RAY DIFFRACTION,1.9
1V1I,X-RAY DIFFRACTION,1.9
1V2I,X-RAY DIFFRACTION,2.198
1V3B,X-RAY DIFFRACTION,2.001
1V3C,X-RAY DIFFRACTION,2.3
1V3D,X-RAY DIFFRACTION,2.28
1V3E,X-RAY DIFFRACTION,1.89
1VBA,X-RAY DIFFRACTION,2.9
1VBB,X-RAY DIFFRACTION,2.8
1VBC,X-RAY DIFFRACTION,2.8
1VBD,X-RAY DIFFRACTION,2.9
1VBE,X-RAY DIFFRACTION,2.8
1VCP,X-RAY DIFFRACTION,N/A
1VCQ,X-RAY DIFFRACTION,N/A
1VHI,X-RAY DIFFRACTION,2.5
1VIJ,X-RAY DIFFRACTION,N/A
1VIK,X-RAY DIFFRACTION,N/A
1VRT,X-RAY DIFFRACTION,2.2
1VRU,X-RAY DIFFRACTION,2.4
1W1X,X-RAY DIFFRACTION,2.0
1W20,X-RAY DIFFRACTION,2.15
1W21,X-RAY DIFFRACTION,2.08
1W39,X-RAY DIFFRACTION,3.75
1W3C,X-RAY DIFFRACTION,2.3
1W44,X-RAY DIFFRACTION,2.0
1W46,X-RAY DIFFRACTION,2.7
1W47,X-RAY DIFFRACTION,2.5
1W48,X-RAY DIFFRACTION,2.3
1W49,X-RAY DIFFRACTION,2.4
1W4A,X-RAY DIFFRACTION,2.4
1W4B,X-RAY DIFFRACTION,2.3
1W4C,X-RAY DIFFRACTION,2.5
1W5V,X-RAY DIFFRACTION,1.8
1W5W,X-RAY DIFFRACTION,1.8
1W5X,X-RAY DIFFRACTION,1.8
1W5Y,X-RAY DIFFRACTION,1.9
1W8X,X-RAY DIFFRACTION,4.2
1W9Z,X-RAY DIFFRACTION,2.55
1WAC,X-RAY DIFFRACTION,3.0
1WAF,X-RAY DIFFRACTION,3.2
1WAJ,X-RAY DIFFRACTION,2.8
1WBK,X-RAY DIFFRACTION,2.0
1WBM,X-RAY DIFFRACTION,2.0
1WBX,X-RAY DIFFRACTION,1.9
1WBY,X-RAY DIFFRACTION,2.3
1WBZ,X-RAY DIFFRACTION,2.0
1WJA,SOLUTION NMR,N/A
1WJB,SOLUTION NMR,N/A
1WJC,SOLUTION NMR,N/A
1WJD,SOLUTION NMR,N/A
1WJE,SOLUTION NMR,N/A
1WJF,SOLUTION NMR,N/A
1WP7,X-RAY DIFFRACTION,2.2
1WP8,X-RAY DIFFRACTION,2.2
1WQS,X-RAY DIFFRACTION,2.8
1WTH,X-RAY DIFFRACTION,2.8
1WTU,SOLUTION NMR,N/A
1WYK,X-RAY DIFFRACTION,2.0
1X33,X-RAY DIFFRACTION,3.6
1X35,X-RAY DIFFRACTION,4.1
1X9M,X-RAY DIFFRACTION,2.1
1X9S,X-RAY DIFFRACTION,2.7
1X9V,SOLUTION NMR,N/A
1X9W,X-RAY DIFFRACTION,2.3
1XCQ,X-RAY DIFFRACTION,3.5
1XCT,X-RAY DIFFRACTION,3.05
1XEQ,X-RAY DIFFRACTION,2.1
1XF5,X-RAY DIFFRACTION,2.59
1XHX,X-RAY DIFFRACTION,2.35
1XHZ,X-RAY DIFFRACTION,2.7
1XI1,X-RAY DIFFRACTION,2.2
1XL2,X-RAY DIFFRACTION,1.5
1XL5,X-RAY DIFFRACTION,1.73
1XNS,X-RAY DIFFRACTION,2.8
1XO0,X-RAY DIFFRACTION,2.0
1XO2,X-RAY DIFFRACTION,2.8
1XOV,X-RAY DIFFRACTION,1.8
1XR8,X-RAY DIFFRACTION,2.3
1XWR,X-RAY DIFFRACTION,2.55
1Y6M,X-RAY DIFFRACTION,2.8
1Y6N,X-RAY DIFFRACTION,2.7
1Y8Z,X-RAY DIFFRACTION,1.9
1YA6,X-RAY DIFFRACTION,2.4
1YC6,X-RAY DIFFRACTION,2.9
1YFJ,X-RAY DIFFRACTION,2.69
1YFL,X-RAY DIFFRACTION,3.09
1YHA,X-RAY DIFFRACTION,N/A
1YN6,X-RAY DIFFRACTION,2.0
1YN7,X-RAY DIFFRACTION,2.2
1YN9,X-RAY DIFFRACTION,1.5
1YPY,X-RAY DIFFRACTION,1.51
1YQ5,X-RAY DIFFRACTION,2.0
1YQ6,X-RAY DIFFRACTION,2.4
1YT9,X-RAY DIFFRACTION,3.0
1YTG,X-RAY DIFFRACTION,N/A
1YTH,X-RAY DIFFRACTION,N/A
1YU4,X-RAY DIFFRACTION,1.87
1YYL,X-RAY DIFFRACTION,2.75
1YYM,X-RAY DIFFRACTION,2.2
1Z1B,X-RAY DIFFRACTION,3.65
1Z1D,SOLUTION NMR,N/A
1Z1G,X-RAY DIFFRACTION,4.4
1Z1H,X-RAY DIFFRACTION,1.8
1Z1R,X-RAY DIFFRACTION,1.85
1Z8C,X-RAY DIFFRACTION,2.2
1Z8Y,ELECTRON MICROSCOPY,N/A
1ZA7,X-RAY DIFFRACTION,2.7
1ZAE,SOLUTION NMR,N/A
1ZBA,X-RAY DIFFRACTION,2.0
1ZBE,X-RAY DIFFRACTION,3.0
1ZBG,X-RAY DIFFRACTION,1.995
1ZDH,X-RAY DIFFRACTION,N/A
1ZDI,X-RAY DIFFRACTION,N/A
1ZDJ,X-RAY DIFFRACTION,2.9
1ZDK,X-RAY DIFFRACTION,2.6
1ZH1,X-RAY DIFFRACTION,2.5
1ZKU,ELECTRON MICROSCOPY,N/A
1ZLF,X-RAY DIFFRACTION,2.3
1ZPK,X-RAY DIFFRACTION,1.65
1ZPQ,X-RAY DIFFRACTION,2.8
1ZRU,X-RAY DIFFRACTION,1.73
1ZS4,X-RAY DIFFRACTION,1.7
1ZSD,X-RAY DIFFRACTION,1.7
1ZSE,X-RAY DIFFRACTION,3.0
1ZSF,X-RAY DIFFRACTION,1.98
1ZSR,X-RAY DIFFRACTION,2.06
1ZTM,X-RAY DIFFRACTION,3.05
1ZTX,X-RAY DIFFRACTION,2.5
1ZTZ,X-RAY DIFFRACTION,2.14
1ZX4,X-RAY DIFFRACTION,2.98
1ZXT,X-RAY DIFFRACTION,1.7
1ZYQ,X-RAY DIFFRACTION,2.5
1ZZF,SOLUTION NMR,N/A
201L,X-RAY DIFFRACTION,N/A
2A1E,X-RAY DIFFRACTION,1.3
2A1K,X-RAY DIFFRACTION,2.0
2A4F,X-RAY DIFFRACTION,1.9
2A4G,X-RAY DIFFRACTION,2.5
2A4Q,X-RAY DIFFRACTION,2.45
2A4R,X-RAY DIFFRACTION,2.4
2A51,SOLUTION NMR,N/A
2ACF,X-RAY DIFFRACTION,1.4
2AEP,X-RAY DIFFRACTION,2.1
2AEQ,X-RAY DIFFRACTION,3.0
2AID,X-RAY DIFFRACTION,1.9
2AJQ,X-RAY DIFFRACTION,2.38
2AK4,X-RAY DIFFRACTION,2.5
2AMP,X-RAY DIFFRACTION,2.7
2ANV,X-RAY DIFFRACTION,1.04
2AOC,X-RAY DIFFRACTION,1.3
2AOD,X-RAY DIFFRACTION,1.4
2AOE,X-RAY DIFFRACTION,1.54
2AOF,X-RAY DIFFRACTION,1.32
2AOG,X-RAY DIFFRACTION,1.1
2AOH,X-RAY DIFFRACTION,1.42
2AOI,X-RAY DIFFRACTION,1.4
2AOJ,X-RAY DIFFRACTION,1.6
2AQU,X-RAY DIFFRACTION,2.0
2ATQ,X-RAY DIFFRACTION,3.1
2AV1,X-RAY DIFFRACTION,1.95
2AV7,X-RAY DIFFRACTION,2.05
2AVM,X-RAY DIFFRACTION,1.1
2AVO,X-RAY DIFFRACTION,1.1
2AVQ,X-RAY DIFFRACTION,1.3
2AVS,X-RAY DIFFRACTION,1.1
2AVV,X-RAY DIFFRACTION,1.5
2AWZ,X-RAY DIFFRACTION,2.15
2AX0,X-RAY DIFFRACTION,2.0
2AX1,X-RAY DIFFRACTION,2.1
2AXF,X-RAY DIFFRACTION,1.8
2AXG,X-RAY DIFFRACTION,2.0
2AZ0,X-RAY DIFFRACTION,2.55
2AZ2,X-RAY DIFFRACTION,2.6
2AZC,X-RAY DIFFRACTION,2.01
2B0S,X-RAY DIFFRACTION,2.3
2B1A,X-RAY DIFFRACTION,2.348
2B2D,X-RAY DIFFRACTION,2.9
2B2E,X-RAY DIFFRACTION,3.15
2B2G,X-RAY DIFFRACTION,3.0
2B4C,X-RAY DIFFRACTION,3.3
2B4J,X-RAY DIFFRACTION,2.02
2B5J,X-RAY DIFFRACTION,2.9
2B5L,X-RAY DIFFRACTION,2.63
2B60,X-RAY DIFFRACTION,2.2
2B6A,X-RAY DIFFRACTION,2.5
2B7F,X-RAY DIFFRACTION,2.6
2B7Z,X-RAY DIFFRACTION,2.2
2B8H,X-RAY DIFFRACTION,2.2
2B9B,X-RAY DIFFRACTION,2.85
2B9Z,SOLUTION NMR,N/A
2BAN,X-RAY DIFFRACTION,2.95
2BB9,X-RAY DIFFRACTION,1.35
2BBB,X-RAY DIFFRACTION,1.7
2BBV,X-RAY DIFFRACTION,N/A
2BBZ,X-RAY DIFFRACTION,3.8
2BE2,X-RAY DIFFRACTION,2.4
2BF1,X-RAY DIFFRACTION,4.0
2BFU,X-RAY DIFFRACTION,4.0
2BGN,X-RAY DIFFRACTION,3.15
2BGR,X-RAY DIFFRACTION,2.0
2BHG,X-RAY DIFFRACTION,1.9
2BL6,SOLUTION NMR,N/A
2BNK,X-RAY DIFFRACTION,2.9
2BNY,X-RAY DIFFRACTION,3.0
2BPA,X-RAY DIFFRACTION,N/A
2BPV,X-RAY DIFFRACTION,N/A
2BPW,X-RAY DIFFRACTION,N/A
2BPX,X-RAY DIFFRACTION,N/A
2BPY,X-RAY DIFFRACTION,N/A
2BPZ,X-RAY DIFFRACTION,N/A
2BQ5,X-RAY DIFFRACTION,2.9
2BQV,X-RAY DIFFRACTION,2.1
2BS0,X-RAY DIFFRACTION,2.44
2BS1,X-RAY DIFFRACTION,2.8
2BSD,X-RAY DIFFRACTION,2.3
2BSE,X-RAY DIFFRACTION,2.7
2BSR,X-RAY DIFFRACTION,2.3
2BSS,X-RAY DIFFRACTION,2.0
2BST,X-RAY DIFFRACTION,2.1
2BTL,X-RAY DIFFRACTION,1.95
2BTV,X-RAY DIFFRACTION,3.5
2BU1,X-RAY DIFFRACTION,2.2
2BVO,X-RAY DIFFRACTION,2.0
2BVP,X-RAY DIFFRACTION,1.35
2BVQ,X-RAY DIFFRACTION,2.0
2BXX,X-RAY DIFFRACTION,1.85
2C3A,X-RAY DIFFRACTION,2.5
2C4Q,X-RAY DIFFRACTION,2.38
2C4Y,X-RAY DIFFRACTION,2.68
2C4Z,X-RAY DIFFRACTION,2.6
2C50,X-RAY DIFFRACTION,2.64
2C51,X-RAY DIFFRACTION,2.8
2C5R,X-RAY DIFFRACTION,2.9
2C5U,X-RAY DIFFRACTION,2.2
2C7U,X-RAY DIFFRACTION,2.4
2C86,X-RAY DIFFRACTION,3.0
2CA1,X-RAY DIFFRACTION,2.6
2CEJ,X-RAY DIFFRACTION,1.7
2CEM,X-RAY DIFFRACTION,1.82
2CEN,X-RAY DIFFRACTION,1.7
2CFA,X-RAY DIFFRACTION,2.3
2CGT,ELECTRON MICROSCOPY,N/A
2CII,X-RAY DIFFRACTION,2.55
2CML,X-RAY DIFFRACTION,2.15
2CMR,X-RAY DIFFRACTION,2.0
2CWO,X-RAY DIFFRACTION,3.3
2D3U,X-RAY DIFFRACTION,2.0
2D3Z,X-RAY DIFFRACTION,1.8
2D41,X-RAY DIFFRACTION,2.1
2DF7,X-RAY DIFFRACTION,2.6
2DTU,X-RAY DIFFRACTION,2.37
2DXS,X-RAY DIFFRACTION,2.2
2DY4,X-RAY DIFFRACTION,2.65
2E9T,X-RAY DIFFRACTION,2.6
2EC0,X-RAY DIFFRACTION,2.7
2EC7,SOLUTION NMR,N/A
2ECS,X-RAY DIFFRACTION,1.4
2ED6,X-RAY DIFFRACTION,2.0
2EF8,X-RAY DIFFRACTION,1.95
2EH8,X-RAY DIFFRACTION,2.6
2EUF,X-RAY DIFFRACTION,3.0
2EX3,X-RAY DIFFRACTION,3.0
2EZO,SOLUTION NMR,N/A
2EZP,SOLUTION NMR,N/A
2EZQ,SOLUTION NMR,N/A
2EZR,SOLUTION NMR,N/A
2EZS,SOLUTION NMR,N/A
2F2C,X-RAY DIFFRACTION,2.78
2F3K,X-RAY DIFFRACTION,1.599
2F5B,X-RAY DIFFRACTION,2.0
2F80,X-RAY DIFFRACTION,1.45
2F81,X-RAY DIFFRACTION,1.25
2F8G,X-RAY DIFFRACTION,1.22
2F9U,X-RAY DIFFRACTION,2.6
2F9V,X-RAY DIFFRACTION,2.6
2FDD,X-RAY DIFFRACTION,1.58
2FDE,X-RAY DIFFRACTION,2.7
2FFK,SOLUTION NMR,N/A
2FGU,X-RAY DIFFRACTION,2.0
2FGV,X-RAY DIFFRACTION,1.5
2FIN,SOLUTION NMR,N/A
2FIO,X-RAY DIFFRACTION,2.7
2FIP,X-RAY DIFFRACTION,2.0
2FIV,X-RAY DIFFRACTION,1.9
2FJR,X-RAY DIFFRACTION,1.95
2FK0,X-RAY DIFFRACTION,2.95
2FKD,X-RAY DIFFRACTION,2.7
2FLE,X-RAY DIFFRACTION,1.9
2FM2,X-RAY DIFFRACTION,2.7
2FNS,X-RAY DIFFRACTION,1.85
2FNT,X-RAY DIFFRACTION,1.44
2FOM,X-RAY DIFFRACTION,1.5
2FP7,X-RAY DIFFRACTION,1.68
2FQM,X-RAY DIFFRACTION,2.3
2FRP,X-RAY DIFFRACTION,7.5
2FS3,X-RAY DIFFRACTION,4.2
2FSY,X-RAY DIFFRACTION,3.8
2FT1,X-RAY DIFFRACTION,3.9
2FTE,ELECTRON MICROSCOPY,N/A
2FUN,X-RAY DIFFRACTION,3.0
2FVC,X-RAY DIFFRACTION,2.0
2FWO,X-RAY DIFFRACTION,2.6
2FX7,X-RAY DIFFRACTION,1.76
2FX8,X-RAY DIFFRACTION,2.2
2FX9,X-RAY DIFFRACTION,2.1
2FXD,X-RAY DIFFRACTION,1.6
2FXE,X-RAY DIFFRACTION,1.8
2FYY,X-RAY DIFFRACTION,1.5
2FYZ,X-RAY DIFFRACTION,2.2
2FZ1,X-RAY DIFFRACTION,2.89
2FZ2,X-RAY DIFFRACTION,2.61
2FZ3,X-RAY DIFFRACTION,1.9
2G2Q,X-RAY DIFFRACTION,2.5
2G33,X-RAY DIFFRACTION,3.95
2G34,X-RAY DIFFRACTION,5.0
2G46,SOLUTION NMR,N/A
2G9H,X-RAY DIFFRACTION,2.0
2GA4,X-RAY DIFFRACTION,1.8
2GA9,X-RAY DIFFRACTION,2.3
2GAF,X-RAY DIFFRACTION,2.3
2GE7,X-RAY DIFFRACTION,1.984
2GE8,X-RAY DIFFRACTION,2.0
2GEC,X-RAY DIFFRACTION,1.3
2GEF,X-RAY DIFFRACTION,2.2
2GGV,X-RAY DIFFRACTION,1.8
2GH8,X-RAY DIFFRACTION,3.2
2GIC,X-RAY DIFFRACTION,2.92
2GIQ,X-RAY DIFFRACTION,1.65
2GIR,X-RAY DIFFRACTION,1.9
2GIY,X-RAY DIFFRACTION,1.78
2GJ2,X-RAY DIFFRACTION,2.27
2GJ7,X-RAY DIFFRACTION,5.0
2GNN,X-RAY DIFFRACTION,2.3
2GOL,X-RAY DIFFRACTION,2.2
2GP1,X-RAY DIFFRACTION,5.2
2GRK,X-RAY DIFFRACTION,2.6
2GSY,X-RAY DIFFRACTION,2.6
2GTH,X-RAY DIFFRACTION,2.7
2GTI,X-RAY DIFFRACTION,2.15
2GTT,X-RAY DIFFRACTION,3.49
2GUM,X-RAY DIFFRACTION,2.1
2GV9,X-RAY DIFFRACTION,2.675
2GVA,SOLUTION NMR,N/A
2GVB,SOLUTION NMR,N/A
2GVF,X-RAY DIFFRACTION,2.5
2GX9,X-RAY DIFFRACTION,2.1
2H1L,X-RAY DIFFRACTION,3.16
2H3R,X-RAY DIFFRACTION,2.7
2H7F,X-RAY DIFFRACTION,2.7
2H7G,X-RAY DIFFRACTION,1.9
2H7H,X-RAY DIFFRACTION,2.24
2HB3,X-RAY DIFFRACTION,1.35
2HC0,X-RAY DIFFRACTION,1.3
2HCN,X-RAY DIFFRACTION,2.35
2HCS,X-RAY DIFFRACTION,2.5
2HD0,X-RAY DIFFRACTION,2.28
2HFZ,X-RAY DIFFRACTION,3.0
2HG0,X-RAY DIFFRACTION,3.0
2HIN,X-RAY DIFFRACTION,1.05
2HJK,X-RAY DIFFRACTION,1.85
2HJL,X-RAY DIFFRACTION,1.5
2HMG,X-RAY DIFFRACTION,N/A
2HMI,X-RAY DIFFRACTION,N/A
2HND,X-RAY DIFFRACTION,2.5
2HNY,X-RAY DIFFRACTION,2.5
2HNZ,X-RAY DIFFRACTION,3.0
2HOF,X-RAY DIFFRACTION,2.4
2HOI,X-RAY DIFFRACTION,2.601
2HPE,X-RAY DIFFRACTION,1.0
2HPF,X-RAY DIFFRACTION,3.0
2HS1,X-RAY DIFFRACTION,0.84
2HS2,X-RAY DIFFRACTION,1.22
2HTY,X-RAY DIFFRACTION,2.5
2HU0,X-RAY DIFFRACTION,2.95
2HU4,X-RAY DIFFRACTION,2.5
2HUM,X-RAY DIFFRACTION,2.1
2HVQ,X-RAY DIFFRACTION,2.4
2HVR,X-RAY DIFFRACTION,2.45
2HVS,X-RAY DIFFRACTION,2.5
2HWH,X-RAY DIFFRACTION,2.3
2HWI,X-RAY DIFFRACTION,2.0
2HYE,X-RAY DIFFRACTION,3.1
2I0A,X-RAY DIFFRACTION,1.7
2I0D,X-RAY DIFFRACTION,1.95
2I1R,X-RAY DIFFRACTION,2.2
2I39,X-RAY DIFFRACTION,2.2
2I4D,X-RAY DIFFRACTION,1.5
2I4U,X-RAY DIFFRACTION,1.4
2I4V,X-RAY DIFFRACTION,1.4
2I4W,X-RAY DIFFRACTION,1.45
2I4X,X-RAY DIFFRACTION,1.45
2I5J,X-RAY DIFFRACTION,3.15
2I5Y,X-RAY DIFFRACTION,2.2
2I60,X-RAY DIFFRACTION,2.3
2I69,X-RAY DIFFRACTION,3.11
2I8B,X-RAY DIFFRACTION,2.0
2I9F,X-RAY DIFFRACTION,1.95
2I9L,X-RAY DIFFRACTION,3.1
2IA5,X-RAY DIFFRACTION,2.9
2IAJ,X-RAY DIFFRACTION,2.5
2IBX,X-RAY DIFFRACTION,2.8
2IC3,X-RAY DIFFRACTION,3.0
2IC6,X-RAY DIFFRACTION,1.15
2IC9,X-RAY DIFFRACTION,2.0
2IDO,X-RAY DIFFRACTION,2.1
2IDW,X-RAY DIFFRACTION,1.1
2IEF,X-RAY DIFFRACTION,2.6
2IEN,X-RAY DIFFRACTION,1.3
2IEO,X-RAY DIFFRACTION,1.53
2IF9,X-RAY DIFFRACTION,2.586
2IHN,X-RAY DIFFRACTION,3.0
2IJD,X-RAY DIFFRACTION,3.4
2IJN,X-RAY DIFFRACTION,2.2
2IJO,X-RAY DIFFRACTION,2.3
2IOU,X-RAY DIFFRACTION,3.156
2IPH,X-RAY DIFFRACTION,1.7
2IPK,X-RAY DIFFRACTION,2.3
2IPR,X-RAY DIFFRACTION,1.5
